asset_id,host_name,ip_address,mac_address,last_assessed_for_vulnerabilities,asset_riskscore,vendor,name,version,vulnerability_id,nexpose_id,description,vulnerability_title,vulnerability_severity,severity_score,pci_severity_score,vulnerability_riskscore,cvss_score,cvss_vector,port,protocol_id
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,699,msft-cve-2019-0941,"

<p>A denial of service exists in Microsoft IIS Server when the optional request filtering feature improperly handles requests. An attacker who successfully exploited this vulnerability could perform a temporary denial of service against pages configured to use request filtering.
To exploit this vulnerability, an attacker could send a specially crafted request to a page utilizing request filtering.
The update addresses the vulnerability by changing the way certain requests are processed by the filter.
</p>
  ",Microsoft CVE-2019-0941: Microsoft IIS Server Denial of Service Vulnerability,Severe,5,2,149.9149933,7.5,AV:N/AC:L/Au:N/C:N/I:N/A:P,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,699,msft-cve-2019-0941,"

<p>A denial of service exists in Microsoft IIS Server when the optional request filtering feature improperly handles requests. An attacker who successfully exploited this vulnerability could perform a temporary denial of service against pages configured to use request filtering.
To exploit this vulnerability, an attacker could send a specially crafted request to a page utilizing request filtering.
The update addresses the vulnerability by changing the way certain requests are processed by the filter.
</p>
  ",Microsoft CVE-2019-0941: Microsoft IIS Server Denial of Service Vulnerability,Severe,5,2,149.9149933,7.5,AV:N/AC:L/Au:N/C:N/I:N/A:P,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,699,msft-cve-2019-0941,"

<p>A denial of service exists in Microsoft IIS Server when the optional request filtering feature improperly handles requests. An attacker who successfully exploited this vulnerability could perform a temporary denial of service against pages configured to use request filtering.
To exploit this vulnerability, an attacker could send a specially crafted request to a page utilizing request filtering.
The update addresses the vulnerability by changing the way certain requests are processed by the filter.
</p>
  ",Microsoft CVE-2019-0941: Microsoft IIS Server Denial of Service Vulnerability,Severe,5,2,149.9149933,7.5,AV:N/AC:L/Au:N/C:N/I:N/A:P,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,699,msft-cve-2019-0941,"

<p>A denial of service exists in Microsoft IIS Server when the optional request filtering feature improperly handles requests. An attacker who successfully exploited this vulnerability could perform a temporary denial of service against pages configured to use request filtering.
To exploit this vulnerability, an attacker could send a specially crafted request to a page utilizing request filtering.
The update addresses the vulnerability by changing the way certain requests are processed by the filter.
</p>
  ",Microsoft CVE-2019-0941: Microsoft IIS Server Denial of Service Vulnerability,Severe,5,2,149.9149933,7.5,AV:N/AC:L/Au:N/C:N/I:N/A:P,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,699,msft-cve-2019-0941,"

<p>A denial of service exists in Microsoft IIS Server when the optional request filtering feature improperly handles requests. An attacker who successfully exploited this vulnerability could perform a temporary denial of service against pages configured to use request filtering.
To exploit this vulnerability, an attacker could send a specially crafted request to a page utilizing request filtering.
The update addresses the vulnerability by changing the way certain requests are processed by the filter.
</p>
  ",Microsoft CVE-2019-0941: Microsoft IIS Server Denial of Service Vulnerability,Severe,5,2,149.9149933,7.5,AV:N/AC:L/Au:N/C:N/I:N/A:P,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,699,msft-cve-2019-0941,"

<p>A denial of service exists in Microsoft IIS Server when the optional request filtering feature improperly handles requests. An attacker who successfully exploited this vulnerability could perform a temporary denial of service against pages configured to use request filtering.
To exploit this vulnerability, an attacker could send a specially crafted request to a page utilizing request filtering.
The update addresses the vulnerability by changing the way certain requests are processed by the filter.
</p>
  ",Microsoft CVE-2019-0941: Microsoft IIS Server Denial of Service Vulnerability,Severe,5,2,149.9149933,7.5,AV:N/AC:L/Au:N/C:N/I:N/A:P,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,701,msft-cve-2019-0943,"

<p>An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).
An attacker who successfully exploited this vulnerability could run arbitrary code in the security context of the local system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.
To exploit this vulnerability, an attacker would first have to log on to the system. An attacker could then run a specially crafted application that could exploit the vulnerability and take control over an affected system.
The update addresses the vulnerability by correcting how Windows handles calls to ALPC.
</p>
  ",Microsoft CVE-2019-0943: Windows ALPC Elevation of Privilege Vulnerability,Severe,7,5,336.5119324,7.8,AV:L/AC:L/Au:N/C:C/I:C/A:C,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,701,msft-cve-2019-0943,"

<p>An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).
An attacker who successfully exploited this vulnerability could run arbitrary code in the security context of the local system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.
To exploit this vulnerability, an attacker would first have to log on to the system. An attacker could then run a specially crafted application that could exploit the vulnerability and take control over an affected system.
The update addresses the vulnerability by correcting how Windows handles calls to ALPC.
</p>
  ",Microsoft CVE-2019-0943: Windows ALPC Elevation of Privilege Vulnerability,Severe,7,5,336.5119324,7.8,AV:L/AC:L/Au:N/C:C/I:C/A:C,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,701,msft-cve-2019-0943,"

<p>An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).
An attacker who successfully exploited this vulnerability could run arbitrary code in the security context of the local system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.
To exploit this vulnerability, an attacker would first have to log on to the system. An attacker could then run a specially crafted application that could exploit the vulnerability and take control over an affected system.
The update addresses the vulnerability by correcting how Windows handles calls to ALPC.
</p>
  ",Microsoft CVE-2019-0943: Windows ALPC Elevation of Privilege Vulnerability,Severe,7,5,336.5119324,7.8,AV:L/AC:L/Au:N/C:C/I:C/A:C,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,701,msft-cve-2019-0943,"

<p>An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).
An attacker who successfully exploited this vulnerability could run arbitrary code in the security context of the local system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.
To exploit this vulnerability, an attacker would first have to log on to the system. An attacker could then run a specially crafted application that could exploit the vulnerability and take control over an affected system.
The update addresses the vulnerability by correcting how Windows handles calls to ALPC.
</p>
  ",Microsoft CVE-2019-0943: Windows ALPC Elevation of Privilege Vulnerability,Severe,7,5,336.5119324,7.8,AV:L/AC:L/Au:N/C:C/I:C/A:C,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,701,msft-cve-2019-0943,"

<p>An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).
An attacker who successfully exploited this vulnerability could run arbitrary code in the security context of the local system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.
To exploit this vulnerability, an attacker would first have to log on to the system. An attacker could then run a specially crafted application that could exploit the vulnerability and take control over an affected system.
The update addresses the vulnerability by correcting how Windows handles calls to ALPC.
</p>
  ",Microsoft CVE-2019-0943: Windows ALPC Elevation of Privilege Vulnerability,Severe,7,5,336.5119324,7.8,AV:L/AC:L/Au:N/C:C/I:C/A:C,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,701,msft-cve-2019-0943,"

<p>An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).
An attacker who successfully exploited this vulnerability could run arbitrary code in the security context of the local system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.
To exploit this vulnerability, an attacker would first have to log on to the system. An attacker could then run a specially crafted application that could exploit the vulnerability and take control over an affected system.
The update addresses the vulnerability by correcting how Windows handles calls to ALPC.
</p>
  ",Microsoft CVE-2019-0943: Windows ALPC Elevation of Privilege Vulnerability,Severe,7,5,336.5119324,7.8,AV:L/AC:L/Au:N/C:C/I:C/A:C,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,701,msft-cve-2019-0943,"

<p>An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).
An attacker who successfully exploited this vulnerability could run arbitrary code in the security context of the local system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.
To exploit this vulnerability, an attacker would first have to log on to the system. An attacker could then run a specially crafted application that could exploit the vulnerability and take control over an affected system.
The update addresses the vulnerability by correcting how Windows handles calls to ALPC.
</p>
  ",Microsoft CVE-2019-0943: Windows ALPC Elevation of Privilege Vulnerability,Severe,7,5,336.5119324,7.8,AV:L/AC:L/Au:N/C:C/I:C/A:C,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,701,msft-cve-2019-0943,"

<p>An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).
An attacker who successfully exploited this vulnerability could run arbitrary code in the security context of the local system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.
To exploit this vulnerability, an attacker would first have to log on to the system. An attacker could then run a specially crafted application that could exploit the vulnerability and take control over an affected system.
The update addresses the vulnerability by correcting how Windows handles calls to ALPC.
</p>
  ",Microsoft CVE-2019-0943: Windows ALPC Elevation of Privilege Vulnerability,Severe,7,5,336.5119324,7.8,AV:L/AC:L/Au:N/C:C/I:C/A:C,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,701,msft-cve-2019-0943,"

<p>An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).
An attacker who successfully exploited this vulnerability could run arbitrary code in the security context of the local system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.
To exploit this vulnerability, an attacker would first have to log on to the system. An attacker could then run a specially crafted application that could exploit the vulnerability and take control over an affected system.
The update addresses the vulnerability by correcting how Windows handles calls to ALPC.
</p>
  ",Microsoft CVE-2019-0943: Windows ALPC Elevation of Privilege Vulnerability,Severe,7,5,336.5119324,7.8,AV:L/AC:L/Au:N/C:C/I:C/A:C,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,701,msft-cve-2019-0943,"

<p>An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).
An attacker who successfully exploited this vulnerability could run arbitrary code in the security context of the local system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.
To exploit this vulnerability, an attacker would first have to log on to the system. An attacker could then run a specially crafted application that could exploit the vulnerability and take control over an affected system.
The update addresses the vulnerability by correcting how Windows handles calls to ALPC.
</p>
  ",Microsoft CVE-2019-0943: Windows ALPC Elevation of Privilege Vulnerability,Severe,7,5,336.5119324,7.8,AV:L/AC:L/Au:N/C:C/I:C/A:C,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,701,msft-cve-2019-0943,"

<p>An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).
An attacker who successfully exploited this vulnerability could run arbitrary code in the security context of the local system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.
To exploit this vulnerability, an attacker would first have to log on to the system. An attacker could then run a specially crafted application that could exploit the vulnerability and take control over an affected system.
The update addresses the vulnerability by correcting how Windows handles calls to ALPC.
</p>
  ",Microsoft CVE-2019-0943: Windows ALPC Elevation of Privilege Vulnerability,Severe,7,5,336.5119324,7.8,AV:L/AC:L/Au:N/C:C/I:C/A:C,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,701,msft-cve-2019-0943,"

<p>An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).
An attacker who successfully exploited this vulnerability could run arbitrary code in the security context of the local system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.
To exploit this vulnerability, an attacker would first have to log on to the system. An attacker could then run a specially crafted application that could exploit the vulnerability and take control over an affected system.
The update addresses the vulnerability by correcting how Windows handles calls to ALPC.
</p>
  ",Microsoft CVE-2019-0943: Windows ALPC Elevation of Privilege Vulnerability,Severe,7,5,336.5119324,7.8,AV:L/AC:L/Au:N/C:C/I:C/A:C,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,701,msft-cve-2019-0943,"

<p>An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).
An attacker who successfully exploited this vulnerability could run arbitrary code in the security context of the local system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.
To exploit this vulnerability, an attacker would first have to log on to the system. An attacker could then run a specially crafted application that could exploit the vulnerability and take control over an affected system.
The update addresses the vulnerability by correcting how Windows handles calls to ALPC.
</p>
  ",Microsoft CVE-2019-0943: Windows ALPC Elevation of Privilege Vulnerability,Severe,7,5,336.5119324,7.8,AV:L/AC:L/Au:N/C:C/I:C/A:C,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,701,msft-cve-2019-0943,"

<p>An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).
An attacker who successfully exploited this vulnerability could run arbitrary code in the security context of the local system. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.
To exploit this vulnerability, an attacker would first have to log on to the system. An attacker could then run a specially crafted application that could exploit the vulnerability and take control over an affected system.
The update addresses the vulnerability by correcting how Windows handles calls to ALPC.
</p>
  ",Microsoft CVE-2019-0943: Windows ALPC Elevation of Privilege Vulnerability,Severe,7,5,336.5119324,7.8,AV:L/AC:L/Au:N/C:C/I:C/A:C,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,711,msft-cve-2019-0948,"

<p>An information disclosure vulnerability exists in the Windows Event Viewer (eventvwr.msc) when it improperly parses XML input containing a reference to an external entity. An attacker who successfully exploited this vulnerability could read arbitrary files via an XML external entity (XXE) declaration.
To exploit the vulnerability, an attacker could create a file containing specially crafted XML content and convince an authenticated user to import the file.
The update addresses the vulnerability by modifying the way that the Event Viewer parses XML input.
</p>
  ",Microsoft CVE-2019-0948: Windows Event Viewer Information Disclosure Vulnerability,Severe,4,3,270.5437927,5.5,AV:N/AC:M/Au:N/C:P/I:N/A:N,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,711,msft-cve-2019-0948,"

<p>An information disclosure vulnerability exists in the Windows Event Viewer (eventvwr.msc) when it improperly parses XML input containing a reference to an external entity. An attacker who successfully exploited this vulnerability could read arbitrary files via an XML external entity (XXE) declaration.
To exploit the vulnerability, an attacker could create a file containing specially crafted XML content and convince an authenticated user to import the file.
The update addresses the vulnerability by modifying the way that the Event Viewer parses XML input.
</p>
  ",Microsoft CVE-2019-0948: Windows Event Viewer Information Disclosure Vulnerability,Severe,4,3,270.5437927,5.5,AV:N/AC:M/Au:N/C:P/I:N/A:N,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,711,msft-cve-2019-0948,"

<p>An information disclosure vulnerability exists in the Windows Event Viewer (eventvwr.msc) when it improperly parses XML input containing a reference to an external entity. An attacker who successfully exploited this vulnerability could read arbitrary files via an XML external entity (XXE) declaration.
To exploit the vulnerability, an attacker could create a file containing specially crafted XML content and convince an authenticated user to import the file.
The update addresses the vulnerability by modifying the way that the Event Viewer parses XML input.
</p>
  ",Microsoft CVE-2019-0948: Windows Event Viewer Information Disclosure Vulnerability,Severe,4,3,270.5437927,5.5,AV:N/AC:M/Au:N/C:P/I:N/A:N,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,711,msft-cve-2019-0948,"

<p>An information disclosure vulnerability exists in the Windows Event Viewer (eventvwr.msc) when it improperly parses XML input containing a reference to an external entity. An attacker who successfully exploited this vulnerability could read arbitrary files via an XML external entity (XXE) declaration.
To exploit the vulnerability, an attacker could create a file containing specially crafted XML content and convince an authenticated user to import the file.
The update addresses the vulnerability by modifying the way that the Event Viewer parses XML input.
</p>
  ",Microsoft CVE-2019-0948: Windows Event Viewer Information Disclosure Vulnerability,Severe,4,3,270.5437927,5.5,AV:N/AC:M/Au:N/C:P/I:N/A:N,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,711,msft-cve-2019-0948,"

<p>An information disclosure vulnerability exists in the Windows Event Viewer (eventvwr.msc) when it improperly parses XML input containing a reference to an external entity. An attacker who successfully exploited this vulnerability could read arbitrary files via an XML external entity (XXE) declaration.
To exploit the vulnerability, an attacker could create a file containing specially crafted XML content and convince an authenticated user to import the file.
The update addresses the vulnerability by modifying the way that the Event Viewer parses XML input.
</p>
  ",Microsoft CVE-2019-0948: Windows Event Viewer Information Disclosure Vulnerability,Severe,4,3,270.5437927,5.5,AV:N/AC:M/Au:N/C:P/I:N/A:N,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,711,msft-cve-2019-0948,"

<p>An information disclosure vulnerability exists in the Windows Event Viewer (eventvwr.msc) when it improperly parses XML input containing a reference to an external entity. An attacker who successfully exploited this vulnerability could read arbitrary files via an XML external entity (XXE) declaration.
To exploit the vulnerability, an attacker could create a file containing specially crafted XML content and convince an authenticated user to import the file.
The update addresses the vulnerability by modifying the way that the Event Viewer parses XML input.
</p>
  ",Microsoft CVE-2019-0948: Windows Event Viewer Information Disclosure Vulnerability,Severe,4,3,270.5437927,5.5,AV:N/AC:M/Au:N/C:P/I:N/A:N,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,711,msft-cve-2019-0948,"

<p>An information disclosure vulnerability exists in the Windows Event Viewer (eventvwr.msc) when it improperly parses XML input containing a reference to an external entity. An attacker who successfully exploited this vulnerability could read arbitrary files via an XML external entity (XXE) declaration.
To exploit the vulnerability, an attacker could create a file containing specially crafted XML content and convince an authenticated user to import the file.
The update addresses the vulnerability by modifying the way that the Event Viewer parses XML input.
</p>
  ",Microsoft CVE-2019-0948: Windows Event Viewer Information Disclosure Vulnerability,Severe,4,3,270.5437927,5.5,AV:N/AC:M/Au:N/C:P/I:N/A:N,-1,-1
18,vagrant-pc,10.0.2.15,08:00:27:33:9f:ce,2020-03-26 10:04:24,413434.8474,Microsoft,Windows 7 Professional Edition,SP1,711,msft-cve-2019-0948,"

<p>An information disclosure vulnerability exists in the Windows Event Viewer (eventvwr.msc) when it improperly parses XML input containing a reference to an external entity. An attacker who successfully exploited this vulnerability could read arbitrary files via an XML external entity (XXE) declaration.
To exploit the vulnerability, an attacker could create a file containing specially crafted XML content and convince an authenticated user to import the file.
The update addresses the vulnerability by modifying the way that the Event Viewer parses XML input.
</p>
  ",Microsoft CVE-2019-0948: Windows Event Viewer Information Disclosure Vulnerability,Severe,4,3,270.5437927,5.5,AV:N/AC:M/Au:N/C:P/I:N/A:N,-1,-1
