asset_id,ip_address,port,protocol_id,title,vulnerability_id,nexpose_id,references,severity_score,pci_severity_score,cvss_score,cvss_vector,vendor,name,version
18,10.0.2.15,-1,-1,MS11-059: Vulnerability in Data Access Components Could Allow Remote Code Execution (2560656),33363,windows-hotfix-ms11-059,<CERT:TA11-221A><CVE:CVE-2011-1975><DISA_SEVERITY:Category II><DISA_VMSKEY:V0029783><IAVM:2011-B-0101><MS:MS11-059><MSKB:2560656><OVAL:12936>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS11-064: Vulnerabilities in TCP/IP Stack Could Allow Denial of Service (2563894),33334,windows-hotfix-ms11-064,<CERT:TA11-221A><CVE:CVE-2011-1871><CVE:CVE-2011-1965><MS:MS11-064><MSKB:2563894><OVAL:12318><OVAL:12971>,8,2,7.8,AV:N/AC:L/Au:N/C:N/I:N/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS11-069: Vulnerability in .NET Framework Could Allow Information Disclosure (2567951),33329,windows-hotfix-ms11-069,<CVE:CVE-2011-1978><MS:MS11-069><MSKB:2567951><OVAL:12901>,4,3,4.3,AV:N/AC:M/Au:N/C:P/I:N/A:N,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS11-071: Vulnerability in Windows Components Could Allow Remote Code Execution (2570947),33352,windows-hotfix-ms11-071,<CERT:TA11-256A><CVE:CVE-2011-1991><DISA_SEVERITY:Category II><DISA_VMSKEY:V0030932><IAVM:2012-A-0002><MS:MS11-071><MSKB:2570947><OVAL:12871>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS11-075: Vulnerability in Microsoft Active Accessibility Could Allow Remote Code Execution (2623699),33295,windows-hotfix-ms11-075,<CVE:CVE-2011-1247><DISA_SEVERITY:Category II><DISA_VMSKEY:V0030402><IAVM:2011-A-0138><MS:MS11-075><MSKB:2623699><OVAL:13116>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS11-076: Vulnerability in Windows Media Center Could Allow Remote Code Execution (2604926),33296,windows-hotfix-ms11-076,<CVE:CVE-2011-2009><DISA_SEVERITY:Category II><DISA_VMSKEY:V0030403><IAVM:2011-B-0124><MS:MS11-076><MSKB:2604926><OVAL:12934>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS11-078: Vulnerability in .NET Framework and Microsoft Silverlight Could Allow Remote Code Execution (2604930),33290,windows-hotfix-ms11-078,<CVE:CVE-2011-1253><MS:MS11-078><MSKB:2604930><OVAL:13069>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS11-083: Vulnerability in TCP/IP Could Allow Remote Code Execution (2588516),33321,windows-hotfix-ms11-083,<CVE:CVE-2011-2013><MS:MS11-083><MSKB:2588516><OVAL:13877>,10,5,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS11-085: Vulnerability in Windows Mail and Windows Meeting Space Could Allow Remote Code Execution (2620704),33273,windows-hotfix-ms11-085,<CVE:CVE-2011-2016><DISA_SEVERITY:Category II><DISA_VMSKEY:V0030608><IAVM:2011-B-0135><MS:MS11-085><MSKB:2620704><OVAL:14028>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS11-090: Cumulative Security Update of ActiveX Kill Bits (2618451),33288,windows-hotfix-ms11-090,<CERT:TA11-347A><CVE:CVE-2011-3397><MS:MS11-090><MSKB:2618451><OVAL:14735>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS11-100: Vulnerabilities in .NET Framework Could Allow Elevation of Privilege (2638420),34073,windows-hotfix-ms11-100,<BID:51202><BID:51203><CERT-VN:903934><CERT:TA11-347A><CVE:CVE-2011-3414><CVE:CVE-2011-3415><CVE:CVE-2011-3416><CVE:CVE-2011-3417><DISA_SEVERITY:Category I><DISA_VMSKEY:V0030927><IAVM:2012-A-0001><MS:MS11-100><MSKB:2638420><OVAL:14363><OVAL:14588><OVAL:14625><OVAL:14815>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-004: Vulnerabilities in Windows Media Could Allow Remote Code Execution (2636391),105617,windows-hotfix-ms12-004,<BID:51292><BID:51295><CERT:TA12-010A><CVE:CVE-2012-0003><CVE:CVE-2012-0004><DISA_SEVERITY:Category II><DISA_VMSKEY:V0031000><IAVM:2012-A-0005><MS:MS12-004><MSKB:2636391><OVAL:14337><OVAL:14832>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-006: Vulnerability in SSL/TLS Could Allow Information Disclosure (2643584),105614,windows-hotfix-ms12-006,<APPLE:APPLE-SA-2011-10-12-1><APPLE:APPLE-SA-2011-10-12-2><APPLE:APPLE-SA-2012-02-01-1><APPLE:APPLE-SA-2012-05-09-1><APPLE:APPLE-SA-2012-07-25-2><APPLE:APPLE-SA-2012-09-19-2><APPLE:APPLE-SA-2013-10-22-3><BID:49388><BID:49778><CERT-VN:864643><CERT:TA12-010A><CVE:CVE-2011-3389><DISA_SEVERITY:Category I><DISA_VMSKEY:V0031054><IAVM:2012-B-0006><MS:MS12-006><MSKB:2643584><OVAL:14752><REDHAT:RHSA-2011:1384><REDHAT:RHSA-2012:0006><REDHAT:RHSA-2013:1455>,4,3,4.3,AV:N/AC:M/Au:N/C:P/I:N/A:N,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-009: Vulnerabilities in Ancillary Function Driver Could Allow Elevation of Privilege (2645640),105624,windows-hotfix-ms12-009,<CERT:TA12-045A><CVE:CVE-2012-0148><CVE:CVE-2012-0149><MS:MS12-009><MSKB:2645640><OVAL:14852><OVAL:14958>,7,5,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-013: Vulnerability in C Run-Time Library Could Allow Remote Code Execution (2654428),105565,windows-hotfix-ms12-013,<CERT:TA12-045A><CVE:CVE-2012-0150><DISA_SEVERITY:Category II><DISA_VMSKEY:V0031348><IAVM:2012-A-0026><MS:MS12-013><MSKB:2654428><OVAL:14631>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-016: Vulnerabilities in .NET Framework and Microsoft Silverlight Could Allow Remote Code Execution (2651026),105575,windows-hotfix-ms12-016,<CERT:TA12-045A><CVE:CVE-2012-0014><CVE:CVE-2012-0015><MS:MS12-016><MSKB:2651026><OVAL:13972><OVAL:14513>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-019: Vulnerability in DirectWrite Could Allow Denial of Service (2665364),105576,windows-hotfix-ms12-019,<CVE:CVE-2012-0156><MS:MS12-019><MSKB:2665364><OVAL:14807>,4,2,4.3,AV:N/AC:M/Au:N/C:N/I:N/A:P,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-020: Vulnerabilities in Remote Desktop Could Allow Remote Code Execution (2671387),105525,windows-hotfix-ms12-020,<CERT:TA12-073A><CVE:CVE-2012-0002><CVE:CVE-2012-0152><DISA_SEVERITY:Category I><DISA_VMSKEY:V0031885><IAVM:2012-A-0039><MS:MS12-020><MSKB:2671387><OVAL:14623><OVAL:14626>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-024: Vulnerability in Windows Could Allow Remote Code Execution (2653956),105529,windows-hotfix-ms12-024,<CERT:TA12-101A><CVE:CVE-2012-0151><DISA_SEVERITY:Category II><DISA_VMSKEY:V0031983><IAVM:2012-A-0060><MS:MS12-024><MSKB:2653956><OVAL:15594>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-025: Vulnerability in .NET Framework Could Allow Remote Code Execution (2671605),105530,windows-hotfix-ms12-025,<CERT:TA12-101A><CVE:CVE-2012-0163><MS:MS12-025><MSKB:2671605><OVAL:15495><XF:74377>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-032: Vulnerability in TCP/IP Could Allow Elevation of Privilege (2688338),105477,windows-hotfix-ms12-032,<CERT:TA12-129A><CVE:CVE-2012-0174><CVE:CVE-2012-0179><MS:MS12-032><MSKB:2688338><OVAL:14908><OVAL:15160>,7,5,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-033: Vulnerability in Windows Partition Manager Could Allow Elevation of Privilege (2690533),105485,windows-hotfix-ms12-033,<CERT:TA12-129A><CVE:CVE-2012-0178><DISA_SEVERITY:Category II><DISA_VMSKEY:V0032311><IAVM:2012-B-0052><MS:MS12-033><MSKB:2690533><OVAL:15229>,7,5,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,"MS12-034: Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight (2681578)",105486,windows-hotfix-ms12-034,<BID:53335><BID:53347><BID:53351><BID:53358><BID:53360><BID:53363><CERT:TA11-347A><CERT:TA12-129A><CERT:TA12-164A><CVE:CVE-2011-3402><CVE:CVE-2012-0159><CVE:CVE-2012-0162><CVE:CVE-2012-0164><CVE:CVE-2012-0165><CVE:CVE-2012-0167><CVE:CVE-2012-0176><CVE:CVE-2012-0180><CVE:CVE-2012-0181><CVE:CVE-2012-1848><DISA_SEVERITY:Category I><DISA_VMSKEY:V0032304><IAVM:2012-A-0079><MS:MS11-087><MS:MS12-034><MS:MS12-039><MSKB:2681578><OVAL:13998><OVAL:14655><OVAL:15290><OVAL:15355><OVAL:15388><OVAL:15466><OVAL:15555><OVAL:15574><OVAL:15580><OVAL:15621><OVAL:15628><OVAL:15645><OVAL:15667>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-035: Vulnerabilities in .NET Framework Could Allow Remote Code Execution (2693777),105480,windows-hotfix-ms12-035,<BID:53356><BID:53357><CERT:TA12-129A><CVE:CVE-2012-0160><CVE:CVE-2012-0161><DISA_SEVERITY:Category I><DISA_VMSKEY:V0032305><IAVM:2012-A-0080><MS:MS12-035><MSKB:2693777><OVAL:14951><OVAL:15554>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-036: Vulnerability in Remote Desktop Could Allow Remote Code Execution (2685939),105484,windows-hotfix-ms12-036,<CERT:TA12-164A><CVE:CVE-2012-0173><DISA_SEVERITY:Category I><DISA_VMSKEY:V0032826><IAVM:2012-A-0092><MS:MS12-036><MSKB:2685939><OVAL:15116>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-038: Vulnerability in .NET Framework Could Allow Remote Code Execution (2706726),105490,windows-hotfix-ms12-038,<CERT:TA12-164A><CVE:CVE-2012-1855><MS:MS12-038><MSKB:2706726><OVAL:14717>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-043: Vulnerability in Microsoft XML Core Services Could Allow Remote Code Execution (2722479),105444,windows-hotfix-ms12-043,<CERT:TA12-174A><CERT:TA12-192A><CVE:CVE-2012-1889><MS:MS12-043><MSKB:2722479><OVAL:15195>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-045: Vulnerability in Microsoft Data Access Components Could Allow Remote Code Execution (2698365),105450,windows-hotfix-ms12-045,<CERT:TA12-192A><CVE:CVE-2012-1891><DISA_SEVERITY:Category II><DISA_VMSKEY:V0033313><IAVM:2012-A-0107><MS:MS12-045><MSKB:2698365><OVAL:14783>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-054: Vulnerabilities in Windows Networking Components Could Allow Remote Code Execution (2733594),105417,windows-hotfix-ms12-054,<CERT:TA12-227A><CVE:CVE-2012-1850><CVE:CVE-2012-1851><CVE:CVE-2012-1852><CVE:CVE-2012-1853><DISA_SEVERITY:Category I><DISA_VMSKEY:V0033657><IAVM:2012-A-0137><MS:MS12-054><MSKB:2733594><OVAL:15079><OVAL:15408><OVAL:15531><OVAL:15669>,10,5,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-056: Vulnerability in JScript and VBScript Engines Could Allow Remote Code Execution (2706045),105425,windows-hotfix-ms12-056,<CERT:TA12-227A><CVE:CVE-2012-2523><DISA_SEVERITY:Category II><DISA_VMSKEY:V0033654><IAVM:2012-A-0130><MS:MS12-052><MS:MS12-056><MSKB:2706045><OVAL:15790>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-072: Vulnerabilities in Windows Shell Could Allow Remote Code Execution (2727528),105389,windows-hotfix-ms12-072,<CERT:TA12-318A><CVE:CVE-2012-1527><CVE:CVE-2012-1528><DISA_SEVERITY:Category I><DISA_VMSKEY:V0034956><IAVM:2012-A-0185><MS:MS12-072><MSKB:2727528><OVAL:15528><OVAL:15975>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-074: Vulnerabilities in .NET Framework Could Allow Remote Code Execution (2745030),105360,windows-hotfix-ms12-074,<BID:56456><BID:56463><BID:56464><CERT:TA12-318A><CVE:CVE-2012-1895><CVE:CVE-2012-1896><CVE:CVE-2012-2519><CVE:CVE-2012-4776><CVE:CVE-2012-4777><DISA_SEVERITY:Category I><DISA_VMSKEY:V0034955><IAVM:2012-A-0184><MS:MS12-074><MSKB:2745030><OVAL:15520><OVAL:15785><OVAL:15810><OVAL:15924><OVAL:15960>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-078: Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution (2783534),105367,windows-hotfix-ms12-078,<CERT:TA12-346A><CVE:CVE-2012-2556><CVE:CVE-2012-4786><MS:MS12-078><MSKB:2783534><OVAL:15845><OVAL:16067>,10,5,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-081: Vulnerability in Windows File Handling Component Could Allow Remote Code Execution (2758857),105356,windows-hotfix-ms12-081,<CERT:TA12-346A><CVE:CVE-2012-4774><DISA_SEVERITY:Category II><DISA_VMSKEY:V0035488><IAVM:2012-A-0196><MS:MS12-081><MSKB:2758857><OVAL:15901>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS12-082: Vulnerability in DirectPlay Could Allow Remote Code Execution (2770660),105352,windows-hotfix-ms12-082,<CERT:TA12-346A><CVE:CVE-2012-1537><DISA_SEVERITY:Category II><DISA_VMSKEY:V0035487><IAVM:2012-B-0124><MS:MS12-082><MSKB:2770660><OVAL:16086>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS13-001: Vulnerability in Windows Print Spooler Components Could Allow Remote Code Execution (2769369),3662,windows-hotfix-ms13-001,<CERT:TA13-008A><CVE:CVE-2013-0011><MS:MS13-001><MSKB:2769369><OVAL:16357>,10,5,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS13-002: Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution (2756145),3663,windows-hotfix-ms13-002,<CERT:TA13-008A><CVE:CVE-2013-0006><CVE:CVE-2013-0007><DISA_SEVERITY:Category I><DISA_VMSKEY:V0036444><IAVM:2013-A-0004><MS:MS13-002><MSKB:2756145><OVAL:15458><OVAL:16429>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS13-004: Vulnerabilities in .NET Framework Could Allow Elevation of Privilege (2769324),3667,windows-hotfix-ms13-004,<CERT:TA13-008A><CVE:CVE-2013-0001><CVE:CVE-2013-0002><CVE:CVE-2013-0003><CVE:CVE-2013-0004><DISA_SEVERITY:Category I><DISA_VMSKEY:V0036453><IAVM:2013-A-0006><MS:MS13-004><MSKB:2769324><OVAL:15814><OVAL:16339><OVAL:16343><OVAL:16381>,9,5,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS13-007: Vulnerability in Open Data Protocol Could Allow Denial of Service (2769327),3672,windows-hotfix-ms13-007,<CERT:TA13-008A><CVE:CVE-2013-0005><DISA_SEVERITY:Category I><DISA_VMSKEY:V0036447><IAVM:2013-B-0001><MS:MS13-007><MSKB:2769327><OVAL:16282>,8,2,7.8,AV:N/AC:L/Au:N/C:N/I:N/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS13-015: Vulnerability in .NET Framework Could Allow Elevation of Privilege (2800277),3691,windows-hotfix-ms13-015,<CERT:TA13-043B><CVE:CVE-2013-0073><DISA_SEVERITY:Category I><DISA_VMSKEY:V0036822><IAVM:2013-A-0040><MS:MS13-015><MSKB:2800277><OVAL:16475>,10,5,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,Microsoft,Windows 7 Professional Edition,SP1
18,10.0.2.15,-1,-1,MS13-018: Vulnerability in TCP/IP Could Allow Denial of Service (2790655),3696,windows-hotfix-ms13-018,<CERT:TA13-043B><CVE:CVE-2013-0075><MS:MS13-018><MSKB:2790655><OVAL:16373>,8,2,7.8,AV:N/AC:L/Au:N/C:N/I:N/A:C,Microsoft,Windows 7 Professional Edition,SP1
